formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C27H48N2O7	[M + Na]+	C27H48N2NaO7+	Alkaloids	0.496	Linear polyketides	0.350	Open-chain polyketides	0.108	Organic acids and derivatives	0.965	Carboxylic acids and derivatives	0.931	Amino acids, peptides, and analogues	0.660	Amino acids and derivatives	0.655	Amino acids and derivatives	0.655	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	535.336	105	1.745	875367090006371073	875355541849375240	875355541849375239	A15_3814	
2	C27H48N2O7	[M + Na]+	C27H48N2NaO7+	Alkaloids	0.496	Linear polyketides	0.350	Open-chain polyketides	0.108	Organic acids and derivatives	0.965	Carboxylic acids and derivatives	0.931	Amino acids, peptides, and analogues	0.660	Amino acids and derivatives	0.655	Amino acids and derivatives	0.655	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzenoids; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	535.336	105	1.745	875367142670053081	875367007059812661	875367007059812660	A15_3814	
14	C21H26O5	[M + H]+	C21H27O5+	Terpenoids	0.658	Diterpenoids	0.391	Zearalenones	0.071	Lipids and lipid-like molecules	0.574							Lipids and lipid-like molecules	0.574	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	359.185	106	1.765	875367147090849718	875355542457549456	875355542457549455	A15_4164	
14	C21H26O5	[M + H]+	C21H27O5+	Terpenoids	0.658	Diterpenoids	0.391	Zearalenones	0.071	Lipids and lipid-like molecules	0.574							Lipids and lipid-like molecules	0.574	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	359.185	106	1.765	875367073581476389	875367007697347005	875367007697347004	A15_4164	
17	C24H30O6	[M + Na]+	C24H30NaO6+	Terpenoids	0.451	Lignans	0.122	Furocoumarins	0.028	Benzenoids	0.625							Benzenoids	0.625	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	437.194	106	1.769	875367154741260322	875355539861274716	875355539861274715	A15_2710	
17	C24H30O6	[M + Na]+	C24H30NaO6+	Terpenoids	0.451	Lignans	0.122	Furocoumarins	0.028	Benzenoids	0.625							Benzenoids	0.625	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	437.194	106	1.769	875367134407274009	875367005008797577	875367005008797576	A15_2710	
6	C34H59NO12	[M + Na]+	C34H59NNaO12+	Polyketides	0.983	Macrolides	0.984	Erythromycins	0.940	Phenylpropanoids and polyketides	0.677	Macrolides and analogues	0.669					Macrolides and analogues	0.669	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Trialkylamines; Polyols; Amines; Tertiary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	696.397	109	1.818	875367102379568046	875355544542118972	875355544542118971	A15_5184	
6	C34H59NO12	[M + Na]+	C34H59NNaO12+	Polyketides	0.983	Macrolides	0.984	Erythromycins	0.940	Phenylpropanoids and polyketides	0.677	Macrolides and analogues	0.669					Macrolides and analogues	0.669	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Trialkylamines; Polyols; Amines; Tertiary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	696.397	109	1.818	875376565778084567	875367009731584873	875367009731584872	A15_5184	
5	C27H42O4	[M + K]+	C27H42KO4+	Terpenoids	0.966	Steroids	0.694	Spirostane steroids	0.082	Lipids and lipid-like molecules	0.962	Steroids and steroid derivatives	0.825	Hydroxysteroids	0.562			Hydroxysteroids	0.562	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	469.271	110	1.828	875368085365053585	875355543002809100	875355543002809099	A15_4402	
5	C27H42O4	[M + K]+	C27H42KO4+	Terpenoids	0.966	Steroids	0.694	Spirostane steroids	0.082	Lipids and lipid-like molecules	0.962	Steroids and steroid derivatives	0.825	Hydroxysteroids	0.562			Hydroxysteroids	0.562	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	469.271	110	1.828	875367277982496249	875367008267772473	875367008267772472	A15_4402	
1	C16H35NO2	[M + H]+	C16H36NO2+	Fatty acids	0.877	Spingolipids	0.540	Sphingoid bases	0.913	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	1.000	Alkanolamines	0.984	1,2-aminoalcohols	0.982	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274.274	110	1.831	875367142665858773	875355540653998348	875355540653998347	A15_3172	
1	C16H35NO2	[M + H]+	C16H36NO2+	Fatty acids	0.877	Spingolipids	0.540	Sphingoid bases	0.913	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	1.000	Alkanolamines	0.984	1,2-aminoalcohols	0.982	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274.274	110	1.831	875367787661741008	875367005881212985	875367005881212984	A15_3172	
5	C34H59NO12	[M + Na]+	C34H59NNaO12+	Polyketides	0.985	Macrolides	0.992	Erythromycins	0.983	Phenylpropanoids and polyketides	0.887	Macrolides and analogues	0.853					Macrolides and analogues	0.853	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; O-glycosyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	696.397	110	1.839	875367141965409907	875355546442139104	875355546442139103	A15_6599	
5	C34H59NO12	[M + Na]+	C34H59NNaO12+	Polyketides	0.985	Macrolides	0.992	Erythromycins	0.983	Phenylpropanoids and polyketides	0.887	Macrolides and analogues	0.853					Macrolides and analogues	0.853	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Ketones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; O-glycosyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	696.397	110	1.839	875367808608095544	875367011715491085	875367011715491084	A15_6599	
1	C16H35NO2	[M + H]+	C16H36NO2+	Fatty acids	0.999	Spingolipids	0.750	Sphingoid bases	0.945	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.998	Amines	0.554	Alkanolamines	0.627	Alkanolamines	0.627	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274.274	111	1.856	875367142896545604	875355543720035244	875355543720035243	A15_4805	
1	C16H35NO2	[M + H]+	C16H36NO2+	Fatty acids	0.999	Spingolipids	0.750	Sphingoid bases	0.945	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.998	Amines	0.554	Alkanolamines	0.627	Alkanolamines	0.627	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274.274	111	1.856	875375218416630688	875367009064690393	875367009064690392	A15_4805	
9	C22H24N4O2	[M + Na]+	C22H24N4NaO2+	Alkaloids	0.927	Anthranilic acid alkaloids	0.676	Quinazoline alkaloids	0.428	Benzenoids	0.988							Benzenoids	0.988	Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	399.178	112	1.866	875375244148686148	875355542096839232	875355542096839231	A15_3938	
9	C22H24N4O2	[M + Na]+	C22H24N4NaO2+	Alkaloids	0.927	Anthranilic acid alkaloids	0.676	Quinazoline alkaloids	0.428	Benzenoids	0.988							Benzenoids	0.988	Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	399.178	112	1.866	875367156691611739	875367007319859565	875367007319859564	A15_3938	
1	C15H33N	[M + H]+	C15H34N+	Fatty acids	0.959	Fatty acyls	0.857	Hydrocarbons	0.541	Organic nitrogen compounds	0.998	Organonitrogen compounds	0.997	Amines	0.873			Amines	0.873	Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	228.268	112	1.867	875367142665858772	875355544370152468	875355544370152467	A15_5057	
1	C15H33N	[M + H]+	C15H34N+	Fatty acids	0.959	Fatty acyls	0.857	Hydrocarbons	0.541	Organic nitrogen compounds	0.998	Organonitrogen compounds	0.997	Amines	0.873			Amines	0.873	Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	228.268	112	1.867	875367074634246782	875367009547035457	875367009547035456	A15_5057	
2	C27H57N3O6	[M + Na]+	C27H57N3NaO6+	Fatty acids	0.637	Small peptides	0.161	Tripeptides	0.122	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.608	Amino acids and derivatives	0.594	Alpha amino acids and derivatives	0.503	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	542.419	112	1.874	875367261289166269	875355550732912908	875355550732912907	A15_OE26-1POS_5146	
2	C27H57N3O6	[M + Na]+	C27H57N3NaO6+	Fatty acids	0.637	Small peptides	0.161	Tripeptides	0.122	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.972	Amino acids, peptides, and analogues	0.608	Amino acids and derivatives	0.594	Alpha amino acids and derivatives	0.503	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	542.419	112	1.874	875367253370320256	875367015565862969	875367015565862968	A15_OE26-1POS_5146	
1	C18H30O3	[M + H]+	C18H31O3+	Fatty acids	0.993	Octadecanoids	0.867	Other Octadecanoids	0.913	Lipids and lipid-like molecules	0.969	Fatty Acyls	0.957	Lineolic acids and derivatives	0.686			Lineolic acids and derivatives	0.686	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	295.226	112	1.875	875376567204147974	875355545955599744	875355545955599743	A15_6282	
1	C18H30O3	[M + H]+	C18H31O3+	Fatty acids	0.993	Octadecanoids	0.867	Other Octadecanoids	0.913	Lipids and lipid-like molecules	0.969	Fatty Acyls	0.957	Lineolic acids and derivatives	0.686			Lineolic acids and derivatives	0.686	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Enones; Carbonyl compounds; Long-chain fatty acids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	295.226	112	1.875	875368098526779846	875367011270894765	875367011270894764	A15_6282	
1	C16H35NO3	[M + H]+	C16H36NO3+	Fatty acids	0.994	Spingolipids	0.878	Sphingoid bases	0.987	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.990	Alkanolamines	0.975	1,2-aminoalcohols	0.960	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290.268	114	1.902	875367192489996979	875355540674969872	875355540674969871	A15_3173	
1	C16H35NO3	[M + H]+	C16H36NO3+	Fatty acids	0.994	Spingolipids	0.878	Sphingoid bases	0.987	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.990	Alkanolamines	0.975	1,2-aminoalcohols	0.960	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290.268	114	1.902	875367278527755816	875367005897990205	875367005897990204	A15_3173	
9	C22H24N4O2	[M + Na]+	C22H24N4NaO2+	Alkaloids	0.808	Anthranilic acid alkaloids	0.371	Quinazoline alkaloids	0.185	Organic acids and derivatives	0.938	Carboxylic acids and derivatives	0.911	Amino acids, peptides, and analogues	0.546	Amino acids and derivatives	0.539	Amino acids and derivatives	0.539	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	399.178	114	1.906	875367223569790035	875355546131760552	875355546131760551	A15_6391	
9	C22H24N4O2	[M + Na]+	C22H24N4NaO2+	Alkaloids	0.808	Anthranilic acid alkaloids	0.371	Quinazoline alkaloids	0.185	Organic acids and derivatives	0.938	Carboxylic acids and derivatives	0.911	Amino acids, peptides, and analogues	0.546	Amino acids and derivatives	0.539	Amino acids and derivatives	0.539	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	399.178	114	1.906	875367111149857898	875367011455444181	875367011455444180	A15_6391	
1	C14H31NO	[M + H]+	C14H32NO+	Fatty acids	0.966	Fatty acyls	0.805	Fatty alcohols	0.724	Organic oxygen compounds	0.977	Organooxygen compounds	0.852	Alcohols and polyols	0.544			Alcohols and polyols	0.544	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.248	115	1.911	875367147548028892	875355545745884496	875355545745884495	A15_6138	
1	C14H31NO	[M + H]+	C14H32NO+	Fatty acids	0.966	Fatty acyls	0.805	Fatty alcohols	0.724	Organic oxygen compounds	0.977	Organooxygen compounds	0.852	Alcohols and polyols	0.544			Alcohols and polyols	0.544	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.248	115	1.911	875367155156496453	875367011044402301	875367011044402300	A15_6138	
1	C16H35NO2	[M + H]+	C16H36NO2+	Fatty acids	0.977	Spingolipids	0.912	Sphingoid bases	0.988	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.982	Alkanolamines	0.942	1,2-aminoalcohols	0.923	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	274.274	115	1.915	875376558001844826	875355549214574576	875355549214574575	A15_9017	
