feature_id,phylum,matched,LipidMolec,LipidID,ClassKey,SubClassKey,Adduct,Grade,IDScore,tier,ls_ppm_diff,ls_rt_diff,n_samples_detected,n_candidates,IonFormula
A15_113494,Streptophyta,True,DG(P-7:0_19:3),DG(P-7:0_19:3)+H,DG,alkenyl-acyl,M+H,B,0.3813713551832133,gold,2.395788957669025,0.0182758167942118,5.0,3.0,C29 H51 O4
A15_113511,Streptophyta,False,,,,,,,,,,,,,
A15_113515,Streptophyta,True,DG(O-5:0_21:4),DG(O-5:0_21:4)+NH4,DG,alkyl-acyl,M+NH4,B,0.4029855890336941,gold,0.4696623089382741,0.0382870000000004,3.0,3.0,C29 H54 N1 O4
A15_11361,Streptophyta,False,,,,,,,,,,,,,
A15_113653,Streptophyta,True,DG(16:3_18:3),DG(16:3_18:3)+H,DG,diacyl,M+H,A,0.5265567227705538,gold,0.3897705038346666,0.1026181082012946,7.0,15.0,C37 H61 O5
A15_113719,Streptophyta,True,DG(P-15:2_17:2),DG(P-15:2_17:2)+Na,DG,alkenyl-acyl,M+Na,C,0.5627140863959464,bronze,3.030709139658525,0.171291,1.0,1.0,C35 H60 Na1 O4
A15_113733,Streptophyta,True,PI(22:7_18:2),PI(22:7_18:2)+NH4,PI,diacyl,M+NH4,B,0.6356668213281469,silver,4.005634815904493,0.0745439999999995,1.0,2.0,C49 H81 N1 O13 P1
A15_113764,Streptophyta,True,TG(18:2_20:2)+O:(s),TG(18:2_20:2)+NH4+O:(s),TG,triacyl,M+NH4,C,0.0635640797645313,bronze,0.4389150838563868,0.0449892132716041,1.0,2.0,C41 H74 N1 O7
A15_113819,Streptophyta,False,,,,,,,,,,,,,
A15_113821,Streptophyta,True,DG(18:4_18:2),DG(18:4_18:2)+H,DG,diacyl,M+H,B,0.3643634126854092,gold,0.4195457215343131,0.1983517914941668,3.0,8.0,C39 H65 O5
A15_113837,Streptophyta,False,,,,,,,,,,,,,
A15_11390,Streptophyta,False,,,,,,,,,,,,,
A15_113910,Streptophyta,False,,,,,,,,,,,,,
A15_113930,Streptophyta,False,,,,,,,,,,,,,
A15_113966,Streptophyta,False,,,,,,,,,,,,,
A15_114025,Streptophyta,False,,,,,,,,,,,,,
A15_114067,Streptophyta,False,,,,,,,,,,,,,
A15_114069,Streptophyta,True,TG(18:2_16:0)+OO:(s),TG(18:2_16:0)+NH4+OO:(s),TG,triacyl,M+NH4,B,0.8167317686011213,gold,1.1072905450352677,0.0377664463707532,11.0,1.0,C37 H70 N1 O8
A15_114082,Streptophyta,True,DG(18:2_24:7),DG(18:2_24:7)+H,DG,diacyl,M+H,C,0.18708270060641,bronze,1.6900670315261463,0.0710597919191915,1.0,1.0,C45 H71 O5
A15_114135,Streptophyta,False,,,,,,,,,,,,,
A15_114141,Streptophyta,True,DG(16:3_18:3),DG(16:3_18:3)+NH4,DG,diacyl,M+NH4,A,0.95914540597602,gold,1.7939145281230224,0.0966226293548189,3.0,2.0,C37 H64 N1 O5
A15_114145,Streptophyta,False,,,,,,,,,,,,,
A15_114146,Streptophyta,True,PI(13:0_16:0),PI(13:0_16:0)+H,PI,diacyl,M+H,C,0.4772752461548049,silver,2.2229181642935325,0.2341928127936778,3.0,2.0,C38 H74 O13 P1
A15_114147,Streptophyta,False,,,,,,,,,,,,,
A15_114159,Streptophyta,False,,,,,,,,,,,,,
A15_114165,Streptophyta,True,DG(18:2_18:4),DG(18:2_18:4)+NH4,DG,diacyl,M+NH4,A,0.4864413714544764,gold,0.5808592745372821,0.0412935,2.0,2.0,C39 H68 N1 O5
A15_114178,Streptophyta,False,,,,,,,,,,,,,
A15_114180,Streptophyta,False,,,,,,,,,,,,,
A15_114189,Streptophyta,True,DG(15:2_18:2),DG(15:2_18:2)+NH4,DG,diacyl,M+NH4,B,0.4338965617755504,gold,1.2442710839727107,0.0274886530024449,3.0,2.0,C36 H66 N1 O5
A15_114220,Streptophyta,True,DGDG(16:2_18:3),DGDG(16:2_18:3)+NH4,DGDG,Digalactosyldiacylglycerol,M+NH4,A,1.3888191477570888,gold,0.1775355792693425,0.022067982644284,9.0,3.0,C49 H86 N1 O15
A15_114256,Streptophyta,True,Hex1Cer(d34:2)+2O:(s),Hex1Cer(d34:2)+H+2O:(s),Hex1Cer,Ceramide monosaccharides,M+H,C,0.3882942155690744,silver,1.6365235763559665,0.0157371748858459,3.0,3.0,C40 H76 N1 O10
A15_114257,Streptophyta,False,,,,,,,,,,,,,
A15_114260,Streptophyta,False,,,,,,,,,,,,,
A15_114286,Streptophyta,False,,,,,,,,,,,,,
A15_114317,Streptophyta,False,,,,,,,,,,,,,
A15_114323,Streptophyta,False,,,,,,,,,,,,,
A15_114327,Streptophyta,True,DGDG(18:3_20:5),DGDG(18:3_20:5)+NH4,DGDG,Digalactosyldiacylglycerol,M+NH4,A,1.0336891135570243,gold,0.735626446419639,0.2493829999999999,9.0,4.0,C53 H88 N1 O15
A15_114372,Streptophyta,True,MG(P-18:4),MG(P-18:4)+H,MG,monoalkenyl,M+H,C,0.41472505776794,bronze,1.0252259267285453,0.1623850000000004,1.0,1.0,C21 H35 O3
A15_114378,Streptophyta,True,TG(9:0_28:4)+O:(s),TG(9:0_28:4)+NH4+O:(s),TG,triacyl,M+NH4,C,0.4497698035810226,bronze,0.4817638825794136,0.2078900000000008,1.0,1.0,C40 H72 N1 O7
A15_114395,Streptophyta,False,,,,,,,,,,,,,
A15_114417,Streptophyta,True,MePC(36:7),MePC(36:7)+H,MePC,diacyl,M+H,C,0.298287887623893,bronze,2.6001004732858624,0.0675569834268099,1.0,1.0,C45 H78 N1 O8 P1
A15_114440,Streptophyta,True,TG(18:2_18:2)+O:(s),TG(18:2_18:2)+NH4+O:(s),TG,triacyl,M+NH4,B,1.1866664461711596,gold,1.0953333787036277,0.0183367984330473,11.0,7.0,C39 H70 N1 O7
A15_114442,Streptophyta,True,DGDG(16:2_18:3),DGDG(16:2_18:3)+Na,DGDG,Digalactosyldiacylglycerol,M+Na,B,0.4161983145645415,gold,0.855591563879893,0.0332143954713384,3.0,1.0,C49 H82 Na1 O15
A15_114458,Streptophyta,False,,,,,,,,,,,,,
A15_114462,Streptophyta,True,PC(P-44:14),PC(P-44:14)+H,PC,alkenyl-acyl,M+H,C,0.4433054033873453,silver,0.4566079863448237,0.2838609999999999,2.0,1.0,C52 H77 N1 O7 P1
