feature_id,phylum,discovery_method,reference_batch,reference_scan,precursor_mz,has_usable_ms2,n_peaks_total,n_peaks_above_threshold,n_diagnostic_fragments,n_neutral_losses,n_diagnostic_total,assigned_class,assigned_subclass,classification_confidence,classification_reasoning,diagnostic_ions_detail,intensity_threshold_pct
A15_192736,Streptophyta,indval_consensus,OE23-POS,192736,295.226554,True,177,43,14,0,14,Terpenoid,Terpenoid,Medium,14 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,37%); fragment:81.0705(Monoterpene_frag,76%); fragment:93.0704(Toluenium,74%); fragment:95.0860(Methylcyclohexenyl,43%); fragment:105.0704(Xylene_cation,20%); fragment:107.0859(Dimethylcyclohexenyl,40%); fragment:109.1015(Sesquiterpene_frag,23%); fragment:119.0857(C9H11+,17%); fragment:121.1014(Sesquiterpene_frag2,34%); fragment:133.1011(Diterpene_frag,18%); fragment:135.1169(Diterpene_frag2,33%); fragment:147.1170(C11H15+,9%); fragment:149.1328(Sesterterpene_frag,8%); fragment:161.1326(C12H17+,13%)",5.0
A15_192747,Streptophyta,indval_consensus,OE23-POS,192747,1018.762469,True,66,22,0,0,0,Unknown,Unknown,None,,,5.0
A15_192763,Streptophyta,indval_consensus,OE23-POS,192763,631.57831,True,32,2,0,0,0,Unknown,Unknown,None,,,5.0
A15_1928,Streptophyta,indval_consensus,OE23-POS,1928,359.21951,True,341,155,18,0,18,Terpenoid,Terpenoid,Medium,18 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,54%); fragment:81.0704(Monoterpene_frag,100%); fragment:93.0703(Toluenium,85%); fragment:95.0859(Methylcyclohexenyl,90%); fragment:105.0701(Xylene_cation,47%); fragment:107.0858(Dimethylcyclohexenyl,91%); fragment:109.1014(Sesquiterpene_frag,74%); fragment:119.0857(C9H11+,61%); fragment:121.1013(Sesquiterpene_frag2,79%); fragment:123.1168(Sesquiterpene_frag3,23%); fragment:133.1011(Diterpene_frag,57%); fragment:135.1167(Diterpene_frag2,50%); fragment:147.1167(C11H15+,51%); fragment:149.1323(Sesterterpene_frag,34%); fragment:161.1323(C12H17+,21%); fragment:175.1478(C13H19+,15%); fragment:189.1640(Hopane_C14,6%); fragment:203.1804(Triterpene_C15,5%)",5.0
A15_192822,Nematoda,composite,OE23-POS,192822,1299.162485,False,0,0,0,0,0,Unknown,Unknown,None,No MS2 peaks,,5.0
A15_192927,Streptophyta,indval_consensus,OE23-POS,192927,920.753891,True,139,65,1,0,1,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:397.3835(Sitosterol_-H2O,6%)",5.0
A15_192928,Nematoda,composite,OE23-POS,192928,663.551092,True,148,24,0,0,0,Unknown,Unknown,None,,,5.0
A15_192961,Streptophyta,indval_consensus,OE23-POS,192961,277.21588,True,73,61,1,0,1,Pentacyclic_Triterpenoid,Hopanoid,Low,Hopanoid diagnostic fragments,"fragment:191.1938(Hopane_skeleton,6%)",5.0
A15_193019,Streptophyta,indval_consensus,OE23-POS,193019,905.705165,True,70,9,0,0,0,Unknown,Unknown,None,,,5.0
A15_193149,Streptophyta,indval_consensus,OE23-POS,193149,521.491999,True,94,77,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 8% → PC or SM,"fragment:184.0740(Phosphocholine_C5H13NO4P,8%)",5.0
A15_193302,Streptophyta,indval_consensus,OE23-POS,193302,747.607576,True,42,10,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 57% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,57%)",5.0
A15_193356,Streptophyta,indval_consensus,OE23-POS,193356,916.721514,True,26,15,0,0,0,Unknown,Unknown,None,,,5.0
A15_193419,Streptophyta,indval_consensus,OE23-POS,193419,903.562142,True,56,22,0,0,0,Unknown,Unknown,None,,,5.0
A15_193505,Streptophyta,indval_consensus,OE23-POS,193505,888.686804,True,28,10,0,0,0,Unknown,Unknown,None,,,5.0
A15_193576,Streptophyta,indval_consensus,OE23-POS,193576,668.618439,True,67,33,2,0,2,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"fragment:282.2803(Sphingoid_d18:1+H2O,6%); fragment:383.3738(Campesterol_-H2O,5%)",5.0
A15_193768,Streptophyta,indval_consensus,OE23-POS,193768,1024.741958,True,154,26,0,0,0,Unknown,Unknown,None,,,5.0
A15_193808,Streptophyta,indval_consensus,OE23-POS,193808,946.768405,True,44,41,0,0,0,Unknown,Unknown,None,,,5.0
A15_193953,Streptophyta,indval_consensus,OE23-POS,193953,675.602164,True,64,33,0,0,0,Unknown,Unknown,None,,,5.0
A15_194005,Streptophyta,indval_consensus,OE23-POS,194005,705.545829,True,45,43,0,1,1,Phospholipid,PE,Medium,PE-specific ions without phosphocholine,"loss:141.0191(Ethanolamine_phosphate,8%)",5.0
A15_194063,Streptophyta,indval_consensus,OE23-POS,194063,747.607409,True,48,26,1,1,2,Phospholipid,PE,High,PE headgroup + phosphocholine at 28%,"fragment:184.0734(Phosphocholine_C5H13NO4P,28%); loss:141.0191(Ethanolamine_phosphate,77%)",5.0
A15_194133,Streptophyta,indval_consensus,OE23-POS,194133,749.616322,True,26,26,4,0,4,Terpenoid,Terpenoid,Low,4 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:81.0704(Monoterpene_frag,29%); fragment:95.0859(Methylcyclohexenyl,12%); fragment:107.0857(Dimethylcyclohexenyl,8%); fragment:135.1161(Diterpene_frag2,10%)",5.0
A15_194215,Streptophyta,indval_consensus,OE23-POS,194215,1050.75728,True,24,7,0,0,0,Unknown,Unknown,None,,,5.0
A15_194375,Streptophyta,indval_consensus,OE23-POS,194375,565.566324,True,65,65,1,0,1,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"fragment:282.2783(Sphingoid_d18:1+H2O,45%)",5.0
A15_194421,Chlorophyta,composite,OE23-POS,194421,998.72764,True,125,25,0,0,0,Unknown,Unknown,None,,,5.0
A15_194602,Streptophyta,indval_consensus,OE23-POS,194602,761.650547,True,24,4,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_19464,Streptophyta,indval_consensus,OE23-POS,19464,600.425909,True,24,9,0,0,0,Unknown,Unknown,None,,,5.0
A15_194649,Streptophyta,indval_consensus,OE23-POS,194649,1022.741862,True,45,5,0,0,0,Unknown,Unknown,None,,,5.0
A15_194654,Streptophyta,indval_consensus,OE23-POS,194654,917.577521,True,161,41,0,0,0,Unknown,Unknown,None,,,5.0
A15_194833,Streptophyta,indval_consensus,OE23-POS,194833,1050.757269,True,197,46,0,0,0,Unknown,Unknown,None,,,5.0
A15_195026,Nematoda,composite,OE23-POS,195026,655.547413,True,37,14,0,0,0,Unknown,Unknown,None,,,5.0
A15_195066,Nematoda,composite,OE23-POS,195066,483.477049,True,49,15,0,0,0,Unknown,Unknown,None,,,5.0
A15_195138,Streptophyta,indval_consensus,OE23-POS,195138,846.645581,True,33,33,11,0,11,Terpenoid,Terpenoid,Medium,11 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0708(Monoterpene_frag,51%); fragment:93.0707(Toluenium,20%); fragment:95.0865(Methylcyclohexenyl,55%); fragment:109.1018(Sesquiterpene_frag,83%); fragment:121.1016(Sesquiterpene_frag2,28%); fragment:123.1174(Sesquiterpene_frag3,32%); fragment:135.1175(Diterpene_frag2,54%); fragment:149.1337(Sesterterpene_frag,42%); fragment:175.1491(C13H19+,19%); fragment:189.1642(Hopane_C14,31%); fragment:203.1804(Triterpene_C15,27%)",5.0
A15_19527,Streptophyta,indval_consensus,OE23-POS,19527,848.498627,True,78,26,1,0,1,Phospholipid,PC/SM,Medium,Phosphocholine at 10% → PC or SM,"fragment:184.0729(Phosphocholine_C5H13NO4P,10%)",5.0
A15_195300,Streptophyta,indval_consensus,OE23-POS,195300,407.366793,True,63,49,1,0,1,Pentacyclic_Triterpenoid,Hopanoid,Low,Hopanoid diagnostic fragments,"fragment:191.1793(Hopane_skeleton,7%)",5.0
A15_195758,Streptophyta,indval_consensus,OE23-POS,195758,1771.100175,True,31,6,0,0,0,Unknown,Unknown,None,,,5.0
A15_195826,Streptophyta,indval_consensus,OE23-POS,195826,929.580834,True,59,43,0,0,0,Unknown,Unknown,None,,,5.0
A15_195829,Streptophyta,indval_consensus,OE23-POS,195829,1010.761881,True,52,24,0,0,0,Unknown,Unknown,None,,,5.0
A15_19584,Streptophyta,indval_consensus,OE23-POS,19584,311.257381,True,82,49,13,0,13,Terpenoid,Terpenoid,Medium,13 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,100%); fragment:81.0705(Monoterpene_frag,74%); fragment:93.0704(Toluenium,20%); fragment:95.0860(Methylcyclohexenyl,55%); fragment:105.0705(Xylene_cation,6%); fragment:107.0859(Dimethylcyclohexenyl,17%); fragment:109.1016(Sesquiterpene_frag,20%); fragment:119.0859(C9H11+,6%); fragment:121.1016(Sesquiterpene_frag2,22%); fragment:123.1170(Sesquiterpene_frag3,10%); fragment:133.1015(Diterpene_frag,5%); fragment:135.1171(Diterpene_frag2,18%); fragment:149.1330(Sesterterpene_frag,7%)",5.0
A15_195965,Streptophyta,indval_consensus,OE23-POS,195965,921.573339,True,72,9,0,0,0,Unknown,Unknown,None,,,5.0
A15_19602,Streptophyta,indval_consensus,OE23-POS,19602,986.603572,True,138,10,0,0,0,Unknown,Unknown,None,,,5.0
A15_196036,Streptophyta,indval_consensus,OE23-POS,196036,888.688372,True,94,10,0,0,0,Unknown,Unknown,None,,,5.0
A15_196133,Nematoda,composite,OE23-POS,196133,1572.283443,False,0,0,0,0,0,Unknown,Unknown,None,No MS2 peaks,,5.0
A15_196169,Streptophyta,indval_consensus,OE23-POS,196169,842.687087,True,99,4,1,0,1,Quinone,Ubiquinone,Medium,Ubiquinone headgroup fragment,"fragment:197.0816(Ubiquinone_headgroup,11%)",5.0
A15_196228,Streptophyta,indval_consensus,OE23-POS,196228,1022.741921,True,26,12,0,0,0,Unknown,Unknown,None,,,5.0
A15_196319,Streptophyta,indval_consensus,OE23-POS,196319,832.699804,True,18,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 88% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,88%)",5.0
A15_196688,Streptophyta,indval_consensus,OE23-POS,196688,761.650822,True,24,5,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_19671,Streptophyta,indval_consensus,OE23-POS,19671,744.419568,True,85,20,0,0,0,Unknown,Unknown,None,,,5.0
A15_19679,Arthropoda,composite,OE23-POS,19679,668.311284,True,18,18,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 22% → PC or SM,"fragment:184.0732(Phosphocholine_C5H13NO4P,22%)",5.0
A15_196813,Streptophyta,indval_consensus,OE23-POS,196813,1050.757417,True,29,10,0,0,0,Unknown,Unknown,None,,,5.0
A15_196874,Streptophyta,indval_consensus,OE23-POS,196874,909.737026,True,313,28,0,0,0,Unknown,Unknown,None,,,5.0
A15_196889,Streptophyta,indval_consensus,OE23-POS,196889,526.519403,True,37,8,0,0,0,Unknown,Unknown,None,,,5.0
A15_19706,Streptophyta,indval_consensus,OE23-POS,19706,639.430456,True,14,14,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0732(Phosphocholine_C5H13NO4P,100%)",5.0
A15_197151,Streptophyta,indval_consensus,OE23-POS,197151,663.605291,True,115,13,0,0,0,Unknown,Unknown,None,,,5.0
A15_197198,Arthropoda,composite,OE23-POS,197198,619.547635,True,81,81,13,0,13,Terpenoid,Terpenoid,Medium,13 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,16%); fragment:81.0704(Monoterpene_frag,30%); fragment:95.0859(Methylcyclohexenyl,43%); fragment:107.0858(Dimethylcyclohexenyl,15%); fragment:109.1015(Sesquiterpene_frag,44%); fragment:119.0854(C9H11+,12%); fragment:121.1013(Sesquiterpene_frag2,46%); fragment:123.1170(Sesquiterpene_frag3,68%); fragment:135.1170(Diterpene_frag2,27%); fragment:147.1170(C11H15+,17%); fragment:149.1325(Sesterterpene_frag,53%); fragment:175.1485(C13H19+,11%); fragment:189.1634(Hopane_C14,15%)",5.0
A15_197300,Streptophyta,indval_consensus,OE23-POS,197300,397.382311,True,67,59,3,0,3,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3686(Stigmasterol_-H2O,30%); fragment:397.3832(Sitosterol_-H2O,80%); fragment:395.3686(Diplopterol,30%)",5.0
A15_197360,Streptophyta,indval_consensus,OE23-POS,197360,829.678739,True,47,13,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_197367,Streptophyta,indval_consensus,OE23-POS,197367,685.58749,True,30,8,0,0,0,Unknown,Unknown,None,,,5.0
A15_197418,Nematoda,composite,OE23-POS,197418,654.614647,True,25,25,0,0,0,Unknown,Unknown,None,,,5.0
A15_19764,Arthropoda,composite,OE23-POS,19764,670.326666,True,57,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_197663,Streptophyta,indval_consensus,OE23-POS,197663,916.722567,True,93,40,11,0,11,Terpenoid,Terpenoid,Medium,11 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0705(Monoterpene_frag,18%); fragment:95.0861(Methylcyclohexenyl,15%); fragment:107.0859(Dimethylcyclohexenyl,8%); fragment:109.1018(Sesquiterpene_frag,12%); fragment:119.0856(C9H11+,6%); fragment:121.1016(Sesquiterpene_frag2,13%); fragment:123.1172(Sesquiterpene_frag3,9%); fragment:135.1171(Diterpene_frag2,7%); fragment:149.1326(Sesterterpene_frag,10%); fragment:161.1325(C12H17+,6%); fragment:189.1641(Hopane_C14,6%)",5.0
A15_197675,Streptophyta,indval_consensus,OE23-POS,197675,1026.753227,True,21,9,0,0,0,Unknown,Unknown,None,,,5.0
A15_19781,Streptophyta,indval_consensus,OE23-POS,19781,582.377484,True,28,5,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_198139,Streptophyta,indval_consensus,OE23-POS,198139,901.732676,True,102,15,0,0,0,Unknown,Unknown,None,,,5.0
A15_198379,Streptophyta,indval_consensus,OE23-POS,198379,874.703146,True,33,13,0,0,0,Unknown,Unknown,None,,,5.0
A15_198548,Streptophyta,indval_consensus,OE23-POS,198548,935.74011,True,41,32,0,0,0,Unknown,Unknown,None,,,5.0
A15_198712,Streptophyta,indval_consensus,OE23-POS,198712,909.736407,True,53,23,0,0,0,Unknown,Unknown,None,,,5.0
A15_198743,Streptophyta,indval_consensus,OE23-POS,198743,832.700189,True,32,10,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 87% → PC or SM,"fragment:184.0731(Phosphocholine_C5H13NO4P,87%)",5.0
A15_19886,Streptophyta,indval_consensus,OE23-POS,19886,771.504318,True,95,30,1,3,4,Sphingolipid,SM,High,Sphingoid base + phosphocholine → SM,"fragment:184.0737(Phosphocholine_C5H13NO4P,7%); loss:162.0528(Hexose_loss,100%); loss:180.0634(Hexose+H2O_loss,6%); loss:180.0634(Hexose_ceramide,6%)",5.0
A15_198891,Streptophyta,indval_consensus,OE23-POS,198891,738.634775,False,0,0,0,0,0,Unknown,Unknown,None,No MS2 peaks,,5.0
A15_19893,Streptophyta,indval_consensus,OE23-POS,19893,933.55494,True,80,31,0,3,3,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"loss:162.0528(Hexose_loss,49%); loss:180.0634(Hexose+H2O_loss,9%); loss:180.0634(Hexose_ceramide,9%)",5.0
A15_199094,Streptophyta,indval_consensus,OE23-POS,199094,395.366656,True,115,52,3,0,3,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3675(Stigmasterol_-H2O,66%); fragment:397.3836(Sitosterol_-H2O,30%); fragment:395.3675(Diplopterol,66%)",5.0
A15_199127,Heterolobosea,composite,OE23-POS,199127,802.738493,True,34,9,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,100%)",5.0
A15_199202,Streptophyta,indval_consensus,OE23-POS,199202,886.713884,True,18,4,0,0,0,Unknown,Unknown,None,,,5.0
A15_199390,Streptophyta,indval_consensus,OE23-POS,199390,921.572846,True,41,17,0,0,0,Unknown,Unknown,None,,,5.0
A15_199430,Nematoda,composite,OE23-POS,199430,748.632416,False,0,0,0,0,0,Unknown,Unknown,None,No MS2 peaks,,5.0
A15_199469,Streptophyta,indval_consensus,OE23-POS,199469,761.651996,True,26,5,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0734(Phosphocholine_C5H13NO4P,100%)",5.0
A15_199677,Streptophyta,indval_consensus,OE23-POS,199677,929.579221,True,48,25,0,0,0,Unknown,Unknown,None,,,5.0
A15_199728,Streptophyta,indval_consensus,OE23-POS,199728,675.602863,True,124,25,1,0,1,Quinone,Ubiquinone,Medium,Ubiquinone headgroup fragment,"fragment:197.0810(Ubiquinone_headgroup,5%)",5.0
A15_199781,Streptophyta,indval_consensus,OE23-POS,199781,1192.845354,True,82,29,0,0,0,Unknown,Unknown,None,,,5.0
A15_199913,Streptophyta,indval_consensus,OE23-POS,199913,1210.941242,True,52,36,0,0,0,Unknown,Unknown,None,,,5.0
A15_200421,Nematoda,composite,OE23-POS,200421,981.679005,True,18,13,1,0,1,Quinone,Ubiquinone,Medium,Ubiquinone headgroup fragment,"fragment:197.0813(Ubiquinone_headgroup,8%)",5.0
A15_200467,Streptophyta,indval_consensus,OE23-POS,200467,863.532136,True,33,33,1,0,1,Quinone,Ubiquinone,Medium,Ubiquinone headgroup fragment,"fragment:197.0807(Ubiquinone_headgroup,22%)",5.0
A15_20053,Streptophyta,indval_consensus,OE23-POS,20053,574.324181,True,62,7,0,0,0,Unknown,Unknown,None,,,5.0
A15_200665,Streptophyta,indval_consensus,OE23-POS,200665,1192.845426,True,92,30,0,0,0,Unknown,Unknown,None,,,5.0
A15_200702,Streptophyta,indval_consensus,OE23-POS,200702,668.618946,True,83,42,2,0,2,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"fragment:282.2779(Sphingoid_d18:1+H2O,8%); fragment:397.3821(Sitosterol_-H2O,9%)",5.0
A15_20074,Streptophyta,indval_consensus,OE23-POS,20074,623.250019,True,178,11,0,0,0,Unknown,Unknown,None,,,5.0
A15_200842,Arthropoda,composite,OE23-POS,200842,770.54307,False,0,0,0,0,0,Unknown,Unknown,None,No MS2 peaks,,5.0
A15_200885,Streptophyta,indval_consensus,OE23-POS,200885,869.55744,True,42,13,0,0,0,Unknown,Unknown,None,,,5.0
A15_201183,Streptophyta,indval_consensus,OE23-POS,201183,761.651822,True,72,10,1,0,1,Phospholipid,PC/SM,High,Phosphocholine at 100% → PC or SM,"fragment:184.0732(Phosphocholine_C5H13NO4P,100%)",5.0
A15_201232,Streptophyta,indval_consensus,OE23-POS,201232,922.76989,True,53,53,1,0,1,Pentacyclic_Triterpenoid,Hopanoid,Low,Hopanoid diagnostic fragments,"fragment:191.1576(Hopane_skeleton,6%)",5.0
A15_201305,Streptophyta,indval_consensus,OE23-POS,201305,847.681078,True,29,29,7,0,7,Terpenoid,Terpenoid,Medium,7 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0704(Monoterpene_frag,9%); fragment:95.0859(Methylcyclohexenyl,13%); fragment:107.0861(Dimethylcyclohexenyl,13%); fragment:109.1015(Sesquiterpene_frag,17%); fragment:121.1012(Sesquiterpene_frag2,13%); fragment:147.1165(C11H15+,9%); fragment:149.1331(Sesterterpene_frag,12%)",5.0
A15_201388,Streptophyta,indval_consensus,OE23-POS,201388,883.72125,True,56,11,0,0,0,Unknown,Unknown,None,,,5.0
A15_201464,Streptophyta,indval_consensus,OE23-POS,201464,900.573029,True,48,33,0,0,0,Unknown,Unknown,None,,,5.0
A15_201482,Streptophyta,indval_consensus,OE23-POS,201482,579.223991,True,43,12,0,0,0,Unknown,Unknown,None,,,5.0
A15_201584,Streptophyta,indval_consensus,OE23-POS,201584,869.557387,True,161,9,0,0,0,Unknown,Unknown,None,,,5.0
A15_201596,Streptophyta,indval_consensus,OE23-POS,201596,935.741282,True,21,6,0,0,0,Unknown,Unknown,None,,,5.0
A15_201734,Streptophyta,indval_consensus,OE23-POS,201734,953.753884,True,62,40,1,0,1,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"fragment:282.2807(Sphingoid_d18:1+H2O,26%)",5.0
A15_201847,Streptophyta,indval_consensus,OE23-POS,201847,885.551778,True,111,4,0,0,0,Unknown,Unknown,None,,,5.0
A15_201848,Streptophyta,indval_consensus,OE23-POS,201848,886.555663,True,27,6,0,0,0,Unknown,Unknown,None,,,5.0
A15_201931,Streptophyta,indval_consensus,OE23-POS,201931,575.503325,True,58,28,8,0,8,Terpenoid,Terpenoid,Medium,8 terpenoid fragments → terpenoid/isoprenoid,"fragment:69.0706(Isoprene_unit,15%); fragment:81.0704(Monoterpene_frag,28%); fragment:95.0859(Methylcyclohexenyl,30%); fragment:109.1015(Sesquiterpene_frag,22%); fragment:121.1015(Sesquiterpene_frag2,7%); fragment:123.1173(Sesquiterpene_frag3,12%); fragment:149.1330(Sesterterpene_frag,7%); fragment:161.1315(C12H17+,6%)",5.0
A15_20208,Streptophyta,indval_consensus,OE23-POS,20208,409.272977,True,30,11,0,0,0,Unknown,Unknown,None,,,5.0
A15_202113,Streptophyta,indval_consensus,OE23-POS,202113,765.616537,True,150,17,7,0,7,Terpenoid,Terpenoid,Medium,7 terpenoid fragments → terpenoid/isoprenoid,"fragment:81.0705(Monoterpene_frag,10%); fragment:95.0860(Methylcyclohexenyl,17%); fragment:109.1016(Sesquiterpene_frag,14%); fragment:121.1017(Sesquiterpene_frag2,7%); fragment:123.1172(Sesquiterpene_frag3,10%); fragment:135.1169(Diterpene_frag2,6%); fragment:149.1329(Sesterterpene_frag,6%)",5.0
A15_202176,Streptophyta,indval_consensus,OE23-POS,202176,885.736546,True,51,48,9,0,9,Terpenoid,Terpenoid,Medium,9 terpenoid fragments → terpenoid/isoprenoid,"fragment:123.1164(Sesquiterpene_frag3,22%); fragment:133.1009(Diterpene_frag,12%); fragment:135.1164(Diterpene_frag2,18%); fragment:147.1166(C11H15+,11%); fragment:149.1321(Sesterterpene_frag,28%); fragment:161.1327(C12H17+,16%); fragment:175.1486(C13H19+,14%); fragment:189.1633(Hopane_C14,13%); fragment:203.1783(Triterpene_C15,11%)",5.0
A15_202183,Streptophyta,indval_consensus,OE23-POS,202183,1002.752968,True,23,21,1,0,1,Sphingolipid,Ceramide,Medium,Sphingoid base fragments,"fragment:282.2801(Sphingoid_d18:1+H2O,17%)",5.0
A15_20226,Streptophyta,indval_consensus,OE23-POS,20226,624.252203,True,31,13,0,0,0,Unknown,Unknown,None,,,5.0
A15_202450,Streptophyta,indval_consensus,OE23-POS,202450,906.572183,True,76,6,0,0,0,Unknown,Unknown,None,,,5.0
A15_202474,Streptophyta,indval_consensus,OE23-POS,202474,1192.84504,True,58,31,0,0,0,Unknown,Unknown,None,,,5.0
A15_202493,Streptophyta,indval_consensus,OE23-POS,202493,922.769723,True,102,69,0,0,0,Unknown,Unknown,None,,,5.0
A15_202501,Nematoda,composite,OE23-POS,202501,542.514044,True,67,19,3,0,3,Terpenoid,Terpenoid,Low,3 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:69.0705(Isoprene_unit,22%); fragment:81.0705(Monoterpene_frag,7%); fragment:95.0860(Methylcyclohexenyl,7%)",5.0
A15_202877,Streptophyta,indval_consensus,OE23-POS,202877,1024.757212,True,37,21,0,0,0,Unknown,Unknown,None,,,5.0
A15_203055,Streptophyta,indval_consensus,OE23-POS,203055,903.562708,True,264,8,0,0,0,Unknown,Unknown,None,,,5.0
A15_203300,Streptophyta,indval_consensus,OE23-POS,203300,910.552853,True,67,12,0,0,0,Unknown,Unknown,None,,,5.0
A15_203309,Streptophyta,indval_consensus,OE23-POS,203309,869.557232,True,144,18,0,0,0,Unknown,Unknown,None,,,5.0
A15_203310,Nematoda,composite,OE23-POS,203310,551.539819,True,47,17,0,0,0,Unknown,Unknown,None,,,5.0
A15_203316,Nematoda,composite,OE23-POS,203316,1268.117371,True,22,9,0,0,0,Unknown,Unknown,None,,,5.0
A15_203414,Streptophyta,indval_consensus,OE23-POS,203414,1002.753235,True,155,71,4,0,4,Terpenoid,Terpenoid,Low,4 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:95.0858(Methylcyclohexenyl,6%); fragment:109.1017(Sesquiterpene_frag,7%); fragment:121.1013(Sesquiterpene_frag2,6%); fragment:135.1172(Diterpene_frag2,5%)",5.0
A15_203445,Streptophyta,indval_consensus,OE23-POS,203445,929.578777,True,46,44,0,0,0,Unknown,Unknown,None,,,5.0
A15_20360,Streptophyta,indval_consensus,OE23-POS,20360,521.363088,True,85,9,2,0,2,Phospholipid,PC/SM,High,Phosphocholine at 69% → PC or SM,"fragment:184.0733(Phosphocholine_C5H13NO4P,69%); fragment:236.1490(DGTS_headgroup,17%)",5.0
A15_203642,Streptophyta,indval_consensus,OE23-POS,203642,945.622202,True,28,10,0,0,0,Unknown,Unknown,None,,,5.0
A15_203790,Nematoda,composite,OE23-POS,203790,1267.113645,True,19,6,0,0,0,Unknown,Unknown,None,,,5.0
A15_203793,Streptophyta,indval_consensus,OE23-POS,203793,1028.772992,True,111,31,0,0,0,Unknown,Unknown,None,,,5.0
A15_203844,Streptophyta,indval_consensus,OE23-POS,203844,1774.126372,True,17,4,0,0,0,Unknown,Unknown,None,,,5.0
A15_203858,Chlorophyta,composite,OE23-POS,203858,1074.781698,True,49,22,0,0,0,Unknown,Unknown,None,,,5.0
A15_20391,Nematoda,composite,OE23-POS,20391,417.11241,True,41,6,1,0,1,Phospholipid,PG,Medium,Glycerophosphoglycerol diagnostic ions,"fragment:152.9828(Glycerophosphoglycerol-H2O,9%)",5.0
A15_203939,Nematoda,composite,OE23-POS,203939,662.547462,True,57,34,4,0,4,Terpenoid,Terpenoid,Low,4 terpenoid fragments → possible terpenoid/isoprenoid,"fragment:95.0862(Methylcyclohexenyl,5%); fragment:121.1015(Sesquiterpene_frag2,6%); fragment:135.1167(Diterpene_frag2,6%); fragment:203.1794(Triterpene_C15,6%)",5.0
A15_204132,Nematoda,composite,OE23-POS,204132,1270.161127,True,21,6,0,0,0,Unknown,Unknown,None,,,5.0
A15_204140,Streptophyta,indval_consensus,OE23-POS,204140,722.607442,False,0,0,0,0,0,Unknown,Unknown,None,No MS2 peaks,,5.0
A15_204272,Streptophyta,indval_consensus,OE23-POS,204272,397.382442,True,134,55,3,0,3,Sterol,Sterol,Medium,Sterol dehydration fragments,"fragment:395.3681(Stigmasterol_-H2O,14%); fragment:397.3848(Sitosterol_-H2O,35%); fragment:395.3681(Diplopterol,14%)",5.0
A15_204306,Nematoda,composite,OE23-POS,204306,1293.129592,True,21,10,1,0,1,Archaeal_Lipid,GDGT/Archaeol,Medium,1 archaeal lipid diagnostic fragments,"fragment:669.5416(GDGT_variant,98%)",5.0
A15_204523,Streptophyta,indval_consensus,OE23-POS,204523,1033.731691,True,52,5,0,0,0,Unknown,Unknown,None,,,5.0
A15_204791,Streptophyta,indval_consensus,OE23-POS,204791,869.557469,True,94,16,0,0,0,Unknown,Unknown,None,,,5.0
